total_sqft,bath,location,price,size
2572,3,Cooke Town,39000000,3 Bedroom
2200,4,Kumara Park,35000000,3 BHK
1600,3,Daadys Gaarden Layout,8000000,3 BHK
1250,3,Maruthi Nagar,3950000,3 BHK
520,1,Bommanahalli,1950000,1 BHK
4000,5,Marathahalli,21200000,4 BHK
1390,3,Munnekollal,6800000,3 BHK
1185,2,Whitefield,4000000,2 BHK
1219,2,Sahakara Nagar,4800000,2 BHK
1564,2,Kudlu Gate,9200000,3 BHK
3425 - 3435,6,Sarjapur  Road,22850000,4 BHK
1100,2,Hosa Road,3710000,2 BHK
1300,2,Kothannur,6000000,3 BHK
1600,2,Chikkabanavar,8000000,3 Bedroom
1600,3,Ramamurthy Nagar,7500000,3 Bedroom
1482,2,Hennur Road,9200000,3 BHK
1000,4,Marsur,6600000,3 Bedroom
1200,2,Shampura,5300000,2 BHK
600,3,Gubbalala,7500000,3 Bedroom
1200,2,Kengeri,5800000,2 BHK
600,4,Kereguddadahalli,6000000,6 Bedroom
2400,3,Nagarbhavi,16000000,3 Bedroom
1469,3,Marathahalli,8900000,3 BHK
551,1,Kanakapura,3000000,1 BHK
1160,2,Electronics City Phase 1,5200000,2 BHK
1205,2,Balagere,7850000,2 BHK
1550,2,Kasavanhalli,5200000,3 BHK
1745,3,Gubbalala,12500000,3 BHK
1028,2,AECS Layout,4200000,2 BHK
1700,3,Frazer Town,18000000,3 BHK
1200,2,Karuna Nagar,3400000,3 BHK
2700,4,Kodihalli,27000000,3 BHK
1100,2,Kallumantapa,5000000,2 BHK
1200,3,Ramamurthy Nagar,7200000,2 Bedroom
1269.72,2,Kaverappa Layout,6800000,2 BHK
1266,2,Electronic City Phase II,5900000,2 BHK
1060,2,Mysore Road,6200000,2 BHK
1168,3,Malimakanapura,7000000,3 Bedroom
1552,2,Medahalli,5100000,2 BHK
1804 - 2273,3,Talaghattapura,12000000,3 BHK
500,1,Attibele,1700000,1 BHK
1080,2,Hulimavu,4320000,2 BHK
2100,4,Kattigenahalli,15500000,4 Bedroom
1300,2,Rustam Bagh Layout,6500000,2 BHK
920,2,Electronics City Phase 1,3300000,2 BHK
817,2,New Thippasandra,12000000,4 Bedroom
1310,2,Harlur,5000000,2 BHK
1650,2,Horamavu Agara,7500000,3 BHK
1515,3,Garden Layout,9393000,3 BHK
1157,2,Raja Rajeshwari Nagar,5380000,2 BHK
2400,5,Viswapriyanagar.begur Road.bommanahalli.,8500000,4 BHK
3000,4,Konanakunte,16000000,4 BHK
2200,2,Basavangudi,16200000,3 BHK
1243,2,"Hoodi Circle, ",5800000,2 BHK
1530,2,Rachenahalli,7439000,3 BHK
2070,3,Judicial Layout,16200000,3 BHK
1815,3,Yelahanka,8200000,3 BHK
3900,4,Sarjapur  Road,30000000,4 BHK
1000,2,Electronic City Phase II,2888000,2 BHK
982,2,Ananth Nagar,2455000,2 BHK
1232,2,Hennur Road,8900000,2 BHK
1282,3,Binny Pete,17800000,3 BHK
654,1,Yelahanka,3840000,1 BHK
1181,2,Bannerghatta Road,5500000,2 BHK
1200,4,2nd Stage Nagarbhavi,24500000,4 Bedroom
1616,3,T K Reddy Layout,7500000,3 BHK
1800,6,Herohalli,4450000,5 Bedroom
1200,4,Kumbena Agrahara,13500000,6 Bedroom
1306,3,Whitefield,5465000,3 BHK
1626,3,Whitefield,8900000,3 BHK
2700,4,"Pai layout , Mahadevapura",21400000,6 BHK
1585,3,Whitefield,8800000,3 BHK
1370,2,7th Phase JP Nagar,5617000,2 BHK
3250,5,Whitefield,90000000,5 Bedroom
1495,2,Kanakpura Road,9000000,2 BHK
2000,3,frazertown,21000000,3 BHK
2400,4,Akshayanagara East,30000000,5 Bedroom
1375,3,Bannerghatta,5700000,3 Bedroom
3630 - 3800,6,Old Madras Road,22450000,4 BHK
1400,2,Kereguddadahalli,4800000,3 BHK
1100,5,Kadugodi,13500000,5 BHK
660 - 670,,Whitefield,2858500,1 BHK
1200,4,Hebbal Kempapura,21500000,4 Bedroom
1150,2,Yelahanka,4600000,2 BHK
1080,2,Hebbal,5400000,2 BHK
1645,3,Kaikondrahalli,10000000,3 BHK
1760,3,Doddanekundi,17600000,3 BHK
595,1,Venkatadri Layout,4200000,1 BHK
1200,3,Bommenahalli,12500000,3 Bedroom
4000 - 5249,4,JP Nagar,31450000,4 BHK
1410,2,Mahaganapathy Nagar,6700000,2 BHK
1090,2,Huskur,3148000,2 BHK
540,1,Ramagondanahalli,3000000,1 Bedroom
1300,2,Sarjapur  Road,6000000,2 BHK
1890,2,9th Phase JP Nagar,8500000,3 BHK
1254,2,Belathur,5300000,2 BHK
2800,7,Kattigenahalli,12500000,7 Bedroom
1275,2,Ulsoor,12000000,2 BHK
1245,2,Kathriguppe,6848000,3 BHK
1170,2,Rustam Bagh Layout,8600000,2 BHK
1193,2,Panathur,8600000,2 BHK
850,2,Chandapura,2540000,2 BHK
1678,3,Marathahalli,7000000,3 BHK
1600,3,Gunjur,7500000,3 BHK
1750,3,Electronics City Phase 1,8400000,3 BHK
1125,2,Whitefield,6200000,2 BHK
2200,4,Andrahalli,23500000,4 Bedroom
1500Sq. Meter,3,Singena Agrahara,9500000,3 Bedroom
2800,2,HBR Layout,20000000,3 BHK
1200,2,R.T. Nagar,12000000,2 Bedroom
1000,2,Vittal Nagar,5000000,2 BHK
2780,5,Sadashiva Nagar,48000000,4 BHK
1320,2,Electronic City Phase II,3813000,3 BHK
8000,27,2Electronic City Phase II,23000000,27 BHK
2422,4,Ardendale,16000000,4 BHK
1100,2,Kasavanhalli,5000000,2 BHK
882,2,Uttarahalli,3000000,2 BHK
845,2,Bisuvanahalli,3700000,2 BHK
883,2,Kambipura,3900000,2 BHK
620 - 933,,Thanisandra,4814500,1 BHK
1595,3,Brookefield,8800000,3 BHK
1280,2,Whitefield,8500000,2 BHK
1700,2,3rd Block Banashankari,55000000,4 Bedroom
920,2,Bhuvaneshwari Nagar,3500000,2 BHK
1300,2,Choodasandra,5700000,2 BHK
1450,1,Shanthala Nagar,23000000,2 BHK
1757,3,Harlur,13200000,3 BHK
600,1,Anekal,1650000,1 BHK
2400,3,Jnanabharathi Layout,14200000,4 Bedroom
1240,2,Sarjapur,4400000,2 BHK
750,10,Kadarenahalli,9000000,10 Bedroom
1330,2,EPIP Zone,9336000,2 BHK
1062,2,8th Phase JP Nagar,4247000,2 BHK
1078,2,JP Nagar,4500000,2 BHK
1460,2,Bannerghatta Road,7200000,3 BHK
1200,3,Whitefield,6850000,3 Bedroom
1200,1,Laggere,4800000,1 BHK
912,2,Kammasandra,3900000,3 BHK
142.61Sq. Meter,3,Hosa Road,11500000,3 BHK
2400,5,Victoria Layout,62500000,5 Bedroom
2028,4,Prithvi Layout,16200000,4 Bedroom
980,2,Mysore Road,4547000,2 BHK
1000,2,Sarjapur  Road,4000000,2 BHK
1050,2,Sarjapur  Road,6200000,2 BHK
2611,3,Bannerghatta,23900000,3 Bedroom
1875,2,Domlur,15000000,3 BHK
1065,2,Hennur Road,4260000,2 BHK
1800,3,Sanjay nagar,18000000,3 BHK
1163,2,Sector 7 HSR Layout,9886000,2 BHK
1098,2,Tumkur Road,7200000,2 BHK
1725,2,5th Phase JP Nagar,10000000,3 BHK
4000,4,Whitefield,33000000,4 Bedroom
1128,2,Thubarahalli,7500000,2 BHK
1320,6,Subramanyanagar,20000000,8 Bedroom
1705,3,Yelahanka,7416000,3 BHK
1418,2,Thigalarapalya,9500000,2 BHK
1500,3,Ramamurthy Nagar,16000000,3 Bedroom
1100,2,Hebbal,5000000,2 BHK
812,2,Hebbal,5500000,2 BHK
2695 - 2940,,Binny Pete,20400000,4 BHK
1280,2,Doddanekundi,4000000,2 BHK
1420,2,Whitefield,13600000,2 BHK
1200,11,1 Ramamurthy Nagar,17000000,11 Bedroom
727,6,Kadugondanahalli,6600000,6 Bedroom
1200,2,Banashankari Stage II,15000000,4 Bedroom
2774,4,Old Airport Road,20700000,4 BHK
2000,3,5th Stage BEML Layout,8500000,3 BHK
1722,3,HBR Layout,9500000,3 BHK
2800,3,Indira Nagar,33000000,3 BHK
2000 - 5634,,IVC Road,12400000,
1650,3,Jaya Mahal layout,17500000,3 BHK
840,2,BSM Extension,2700000,2 BHK
914,2,Jigani,4700000,2 BHK
1482,2,Hennur Road,8373000,3 BHK
1724,3,Kundalahalli,12700000,3 BHK
1670,3,Vijinapura,9186000,3 BHK
1184,2,Banaswadi,5300000,2 BHK
1200,2,Kodigehaali,5500000,2 BHK
1200,2,TC Palaya,6500000,2 Bedroom
927,2,Jigani,5500000,2 BHK
1242,2,P&T Layout,3970000,2 BHK
1220,3,Electronic City Phase II,3523000,3 BHK
1360,2,Electronic City,7500000,3 BHK
2800,4,Brookefield,24000000,4 Bedroom
1180,2,7th Phase JP Nagar,7200000,2 BHK
1697,3,Whitefield,10800000,3 BHK
550,2,Yelahanka New Town,2600000,2 BHK
1225,2,Hennur,5700000,2 BHK
1690,2,Byrasandra,5500000,3 BHK
1660,10,SBM Colony,47500000,10 Bedroom
1488,3,Veerannapalya,5700000,3 BHK
1250,2,Chowdeshwari Layout,8000000,3 BHK
1050,1,JP Nagar,4400000,1 BHK
1027,2,HSR Layout,4400000,2 BHK
1699,3,Kanakpura Road,8194000,3 BHK
1205,2,Whitefield,5800000,2 BHK
712,2,Mathikere Extension,6750000,4 Bedroom
950,2,Horamavu Agara,3900000,2 BHK
1200,2,TC Palaya,7000000,2 Bedroom
1476,3,Akshaya Nagar,12000000,3 BHK
1070,2,CV Raman Nagar,5500000,2 BHK
2160,4,EPIP Zone,17200000,3 BHK
1296,2,Sector 2 HSR Layout,7500000,2 BHK
1800,1,Chikkalasandra,12800000,2 Bedroom
1570,3,Kanakpura Road,6450000,3 BHK
1300,2,Koramangala,11000000,2 BHK
1550,2,Sarjapur,6500000,4 BHK
770,1,Electronic City,4000000,2 BHK
1870,3,Jalahalli,11000000,3 BHK
1650,4,Anantapura,16000000,3 Bedroom
1429,3,Domlur,8600000,3 BHK
1167,2,Babusapalaya,3998000,3 BHK
1035,2,Bommasandra,4173000,2 BHK
1188,2,Kengeri,3800000,3 BHK
1200,4,2nd Stage Nagarbhavi,28500000,5 Bedroom
1574Sq. Yards,3,Sarjapur,7600000,3 Bedroom
884,2,Nagarbhavi,3600000,1 BHK
1026,2,Hoodi,6087000,2 BHK
1400,6,Shivaji Nagar,20000000,7 Bedroom
1115,2,Kaikondrahalli,5000000,2 BHK
1200,2,Hebbal Kempapura,12500000,2 Bedroom
2690,4,Old Airport Road,19100000,4 BHK
975,2,Subramanyapura,5800000,2 BHK
675,3,Hosa Road,7250000,3 Bedroom
1900,2,Chamrajpet,17000000,4 BHK
600,3,Banashankari,10000000,3 Bedroom
1101,2,OMBR Layout,6550000,2 BHK
1700,3,Sarjapur  Road,13500000,3 BHK
3606,4,Whitefield,31200000,4 BHK
1258,2,Padmanabhanagar,11500000,2 BHK
1560,3,Kanakpura Road,9200000,3 BHK
3630,6,Old Madras Road,19500000,4 BHK
2000,3,JP Nagar,25000000,3 BHK
2790,4,Hebbal,19800000,4 BHK
1494,2,Badavala Nagar,9455000,3 BHK
1482,2,Hennur Road,8700000,3 BHK
800,2,Rustam Bagh Layout,5000000,2 BHK
1185,2,Raja Rajeshwari Nagar,4739000,2 BHK
1100,2,Hulimavu,7150000,2 BHK
1300,2,NRI Layout,12000000,2 Bedroom
1225,2,4th Block Koramangala,15000000,2 BHK
1758,3,Hulimavu,6500000,3 BHK
1145,2,Banaswadi,5500000,2 BHK
1180,2,Hormavu,5000000,2 BHK
1260,2,Belatur,5800000,2 BHK
3450 - 3472,,Yelahanka,17300000,4 BHK
1190,2,Arekere,5500000,2 BHK
1691,3,Sarjapur  Road,11900000,3 BHK
3675,4,Lalbagh Road,36700000,4 BHK
1305,3,Frazer Town,9545000,3 BHK
2337,4,Basavangudi,29200000,3 BHK
1200,2,Kamakya Layout,15000000,2 Bedroom
1206,2,Domlur,21700000,2 BHK
1350,4,Vignana Nagar,13000000,5 Bedroom
1140,2,Kogilu,5066000,2 BHK
1250,2,Nallurhalli,6500000,2 BHK
600,2,Kamakshipalya,6000000,3 Bedroom
1225,2,Chinnapanahalli,4800000,2 BHK
800,2,Kereguddadahalli,2800000,2 BHK
1020,2,Jalahalli East,5800000,2 BHK
2100,2,TC Palaya,5000000,4 Bedroom
1350,2,Lingarajapuram,8000000,2 Bedroom
925,2,Anekal,4000000,2 BHK
1800,3,Yelachenahalli,22000000,4 Bedroom
2000,3,3rd Block HBR Layout,10000000,3 Bedroom
1510,2,Frazer Town,7500000,3 BHK
5800,7,Kasavanhalli,120000000,5 Bedroom
1614,3,Laxmi Sagar Layout,11000000,3 BHK
682,2,Yeshwanthpur,13000000,3 Bedroom
1200,2,Gottigere,9500000,2 Bedroom
900,2,TC Palaya,5500000,2 Bedroom
1632,3,Bommenahalli,14500000,4 Bedroom
1041,2,OMBR Layout,6550000,2 BHK
5080,7,7th Phase JP Nagar,45000000,6 BHK
3012,6,Bannerghatta,25000000,4 BHK
1530,3,Marathahalli,7450000,3 BHK
1450,2,Sector 2 HSR Layout,13500000,3 BHK
1200,2,Bannerghatta Road,7500000,2 BHK
1200,4,Sahakara Nagar,13000000,4 Bedroom
1508,2,Hosur Road,11000000,3 BHK
600,7,New Gurappana Palya,10600000,7 BHK
1188,2,Dodda Nekkundi Extension,7300000,2 BHK
2690,4,Old Airport Road,19900000,4 BHK
1174,2,Harlur,7600000,2 BHK
1350,3,Old Madras Road,5899000,3 BHK
1870,3,Frazer Town,18500000,3 BHK
1072,2,Kengeri Satellite Town,2500000,2 BHK
52272,2,Nelamangala,14000000,3 Bedroom
726,2,Kengeri,3100000,2 BHK
1345,2,Hosur Road,10600000,2 BHK
1200,2,Begur Road,4500000,2 BHK
980,2,Nagavarapalya,3700000,2 BHK
1050,2,Hormavu,7700000,2 BHK
993,2,Uttarahalli,3971000,2 BHK
1300,2,7th Phase JP Nagar,5200000,3 BHK
1743,3,Vittasandra,8500000,3 BHK
1204,4,Whitefield,12500000,4 Bedroom
1200,2,Hormavu,6700000,2 Bedroom
950,2,Sarjapur,3250000,2 BHK
640,1,Domlur,5500000,1 BHK
972,2,Electronic City Phase II,4400000,2 BHK
1840,3,Marathahalli,9800000,3 BHK
1128,2,Electronic City,6400000,2 BHK
680,2,Hongasandra,4200000,2 Bedroom
2400,2,Harappanahalli,9500000,2 Bedroom
1045,2,Basapura,4200000,2 BHK
955,2,Roopena Agrahara,5355000,2 BHK
1360,2,Doddakallasandra,5439000,3 BHK
1150,2,BTM Layout,6300000,2 BHK
3450,4,Hennur Road,29400000,4 Bedroom
1115,2,Chennammana Kere,5687000,2 BHK
920,2,Jigani,4600000,2 BHK
1030,2,Bommasandra Industrial Area,4100000,2 BHK
1564,3,Thanisandra,10100000,3 BHK
1045,2,Uttarahalli,4500000,2 BHK
1200,4,Hegde Nagar,8300000,4 Bedroom
1277,2,Subramanyapura,5500000,2 BHK
2479.13,3,Kanaka Nagar,21500000,3 BHK
1846,3,Sarjapur  Road,14000000,3 BHK
1100,2,Tasker Town,10600000,2 BHK
1690,3,Govindpura,7500000,3 BHK
1200,3,Hormavu,7000000,2 Bedroom
3042,4,Yelahanka,13100000,4 Bedroom
1640,3,Rajaji Nagar,22300000,3 BHK
1068,2,NR Colony,4005000,2 BHK
1135,2,Kanakpura Road,5800000,2 BHK
1925,3,Agara Village,12000000,3 BHK
1615,3,Begur Road,6000000,3 BHK
650,1,Shettigere,2600000,1 BHK
1200,9,Chikkasandra,12000000,9 Bedroom
1150,2,Kaggadasapura,4200000,2 BHK
930,6,Kothannur,13500000,6 Bedroom
1410,2,Kenchanehalli R R Nagar,4512000,3 BHK
600,2,6th Phase JP Nagar,10000000,3 Bedroom
2000,3,Kumara Park,20700000,3 BHK
1354,3,Tumkur Road,9000000,3 BHK
1050,2,BEL Road,11000000,2 Bedroom
600,1,Arekere,2800000,1 BHK
1320,2,Varthur,11000000,4 Bedroom
1600,3,Koramangala,8800000,3 BHK
3500,6,Kanakpura Road,22500000,4 Bedroom
1000,2,GM Palaya,3600000,2 BHK
1130,3,Byagadadhenahalli,3800000,3 BHK
1238,2,Vittasandra,6700000,2 BHK
2204,2,Ashwathnagar,30500000,3 BHK
1200,12,KR Puram,11000000,8 Bedroom
1364,2,Kudlu Gate,4638000,3 BHK
900,2,Srinivasa Nagar,4500000,2 BHK
1745,3,Gubbalala,10400000,3 BHK
1200,2,Kogilu,5333000,2 BHK
1020,2,Kanakapura,4283000,2 BHK
1650,3,Banashankari Stage III,11800000,3 BHK
1550,2,Doddabommasandra,7000000,3 BHK
1440,2,5th Phase JP Nagar,6000000,2 BHK
1329,2,Sarjapura - Attibele Road,4595000,3 BHK
916,2,Maruthi Layout,4200000,2 BHK
688,1,Hulimavu,5000000,1 BHK
1358,3,Sree Narayana Nagar,5000000,3 BHK
1331,2,Kanakpura Road,10700000,2 BHK
686,1,Malleshwaram,6250000,1 BHK
1050,2,Hoodi,5000000,2 BHK
2106,3,Talaghattapura,12600000,3 BHK
1718,3,Bhoganhalli,9020000,3 BHK
1530,3,Raja Rajeshwari Nagar,5700000,3 BHK
1206,2,5th Block Hbr Layout,5600000,2 BHK
1075,2,Hebbal,5200000,2 BHK
1200,3,Sarjapur  Road,9500000,3 Bedroom
1936,2,Tunganagara,5421000,3 BHK
2172.65,3,Nagavara,12000000,4 BHK
1100,2,Sahakara Nagar,7500000,3 BHK
1260,5,BTM 2nd Stage,18500000,3 Bedroom
990,12,Hongasandra,12000000,8 Bedroom
800,2,Jalahalli East,8000000,3 Bedroom
1117,2,Sarjapur  Road,2999000,2 BHK
1685,2,Remco Bhel Layout,11000000,3 BHK
740,2,CV Raman Nagar,3700000,2 BHK
1080,4,Chamrajpet,25000000,4 Bedroom
1500,2,Magadi Road,9300000,4 Bedroom
1800,3,Banashankari,11500000,3 BHK
1700,3,Yelachenahalli,13000000,3 BHK
850,2,Uttarahalli,3793000,2 BHK
1891,3,Hennur Road,13900000,3 BHK
1400,1,Jalahalli,8000000,2 BHK
1172,2,Lakshminarayana Pura,8200000,2 BHK
896,2,Sonnenahalli,4375000,2 BHK
1180,2,Vijayanagar,6500000,2 BHK
2460,7,Basaveshwara Nagar,35000000,7 Bedroom
850,2,Chokkasandra,3300000,2 BHK
530,1,Anekal,1800000,1 BHK
1550,3,2nd Block Hrbr Layout,11000000,3 BHK
1699,3,Kanakapura,9700000,3 BHK
2025,4,Bellandur,10900000,4 BHK
500,2,Ananth Nagar,1400000,1 BHK
500,1,Panduranga Nagar,2000000,1 BHK
1146,2,Sri Venkateshpura Layout,3850000,2 BHK
2475,4,Malleshwaram,33200000,3 BHK
1455,2,Haralur Road,14500000,2 BHK
800,1,Seegehalli,5000000,2 Bedroom
765,2,Abbigere,3000000,1 BHK
1521,3,Lingadheeranahalli,9499000,3 BHK
1600,2,Gottigere,5500000,3 BHK
3155,4,Byadarahalli,37000000,3 BHK
2900,4,Hebbal Kempapura,24000000,3 BHK
1765,3,Jakkur Plantation,10500000,3 BHK
1980,3,Kasavanhalli,8800000,3 BHK
1900,3,Amruthahalli,13500000,3 Bedroom
1265,2,Kaverappa Layout,7000000,2 BHK
1034,2,Bommasandra,4000000,2 BHK
1012,2,Kaverappa Layout,5900000,2 BHK
1070,2,Electronic City,5400000,2 BHK
3555,4,Mahadevpura,23000000,4 Bedroom
1270,2,5th Block Hbr Layout,7000000,3 BHK
585,1,Yeshwanthpur,7000000,2 Bedroom
2045,4,Doddanekundi,15400000,3 BHK
1490,2,Bellandur,9800000,3 BHK
6150,6,Banaswadi,83000000,7 Bedroom
883,2,Mysore Road,4000000,2 BHK
671,1,Yeshwanthpur,3685000,1 BHK
1156,2,Kammasandra,3200000,2 BHK
2017,3,Haralur Road,12500000,3 BHK
3122,6,Thigalarapalya,23500000,4 BHK
1635,3,Ramagondanahalli,6200000,3 BHK
4400,9,Sir M V Nagar,12000000,7 Bedroom
1296,2,Kanakpura Road,8900000,2 BHK
2400,4,Bikasipura,28000000,6 Bedroom
1139,2,Budigere,6200000,2 BHK
1230,3,CV Raman Nagar,4700000,2 BHK
581.91,2,Basaveshwara Nagar Yelahanka,2500000,1 BHK
1245,2,Binny Pete,8628000,2 BHK
1158,2,Sidedahalli,8500000,3 Bedroom
3951,4,Marathahalli,22000000,4 BHK
550,1,Electronic City,1500000,2 BHK
360,1,Ramamurthy Nagar,2600000,1 BHK
1350,3,Electronics City Phase 1,5500000,3 BHK
1670,3,Green Glen Layout,12000000,3 BHK
1600,2,Akshaya Nagar,6500000,3 BHK
1307,2,Horamavu Banaswadi,5160000,2 BHK
1050,2,7th Phase JP Nagar,5700000,3 BHK
1703,3,Hennur Road,10100000,3 BHK
1210,2,Kaggalipura,5800000,3 BHK
1025,2,Electronic City,2960000,2 BHK
1343,2,7th Phase JP Nagar,5641000,3 BHK
1560,3,R.T. Nagar,8500000,3 BHK
925,2,Kalkere,5100000,2 BHK
1420,2,Kanakpura Road,7500000,3 BHK
1415,2,1st Block Koramangala,11000000,2 BHK
1210,2,Shree Ananth Nagar Layout,6000000,2 BHK
1852,3,Yeshwanthpur,16000000,3 BHK
1250,3,Hoskote,5000000,3 BHK
1100,2,9th Phase JP Nagar,6500000,2 BHK
1150,2,2nd Phase Judicial Layout,4025000,2 BHK
1100,2,Jakkur,5335000,2 BHK
1350,1,Magadi Road,10000000,2 Bedroom
1546,3,Panathur,9900000,3 BHK
1424,2,Ambedkar Nagar,9000000,2 BHK
1398,3,Bellandur,6800000,3 BHK
1650,3,Indira Nagar,20000000,3 BHK
1200,4,HBR Layout,12000000,4 Bedroom
1476,3,Brookefield,10500000,3 BHK
500,2,Attiguppe,7000000,2 Bedroom
1322,2,Magadi Road,5882000,3 BHK
432,2,Srirampuram,4000000,2 Bedroom
1100,2,Yemlur,5500000,2 BHK
4750,5,Race Course Road,60000000,4 BHK
1285,2,Sarjapur,6800000,3 BHK
1150,2,Ambalipura,8000000,2 BHK
1430,2,Thanisandra,5600000,3 BHK
1350,2,Marathahalli,6200000,3 BHK
1350,3,Gkvk Layout,19500000,3 Bedroom
1185,2,Thubarahalli,6500000,2 BHK
1760,3,Bannerghatta Road,6700000,3 BHK
2400,5,Bank Of Baroda Colony,35000000,4 Bedroom
900,2,Kanakpura Road,4100000,2 BHK
1297,2,Kanakpura Road,10500000,2 BHK
1840,3,Sector 1 HSR Layout,15500000,3 BHK
950,2,Ramamurthy Nagar,5079000,2 BHK
1200,4,Chikkabanavar,7000000,5 Bedroom
950,2,BTM 2nd Stage,5200000,2 BHK
1250 - 1305,2,Yeshwanthpur,9581500,2 BHK
1571,3,Electronic City,8900000,3 BHK
1031,2,Electronic City Phase II,5500000,2 BHK
1485,2,Whitefield,9000000,2 BHK
1109,2,Ananth Nagar,6000000,2 BHK
2200,3,Koramangala,18000000,3 BHK
950,1,Whitefield,5000000,1 BHK
1200,2,Laggere,15000000,3 Bedroom
2350,3,Basavangudi,30000000,3 BHK
1003,2,Electronic City Phase II,4060000,2 BHK
1350,2,Bank Of Baroda Colony,18500000,2 Bedroom
1080,2,9th Phase JP Nagar,3700000,2 BHK
1255,2,Hulimavu,7300000,2 BHK
1250,2,Banaswadi,6000000,2 BHK
1700,4,Brookefield,15200000,4 Bedroom
1200,2,Ramamurthy Nagar,6600000,3 Bedroom
824,2,St. John's Road,6000000,2 BHK
1875,3,1st Phase JP Nagar,16700000,3 BHK
1320,2,Bommasandra Industrial Area,3812000,3 BHK
9600,5,Kothanur,55000000,5 Bedroom
1330,2,Uttarahalli,4700000,3 BHK
1220,3,Kaikondrahalli,5600000,3 BHK
1111,3,Electronic City,5000000,3 BHK
1197,2,Kothannur,4788000,2 BHK
2519,5,Marathahalli,18500000,4 BHK
1340,2,Doopanahalli,10000000,3 BHK
1450,3,Old Madras Road,13200000,4 Bedroom
1837,3,Hoodi,14500000,3 BHK
1200,4,Haralur Road,24500000,4 Bedroom
1238,2,Kudlu Gate,5500000,2 BHK
1405,2,7th Phase JP Nagar,5901000,3 BHK
1690,3,Doddaballapur,8000000,4 BHK
1620,2,Sathanur,11000000,3 BHK
1673,3,Kanakpura Road,11500000,3 BHK
1090,2,Margondanahalli,5800000,2 Bedroom
1112,2,Varthur,4000000,2 BHK
1385,2,Marathahalli,6665000,3 BHK
545,1,Electronic City Phase II,2700000,2 BHK
985,2,Subramanyapura,5800000,2 BHK
670 - 980,1,Kanakpura Road,3629000,1 BHK
1080,2,Kanakpura Road,3780000,2 BHK
1430,2,Hosa Road,9752000,2 BHK
1050,2,Kengeri Satellite Town,4300000,2 BHK
2000,4,Kumaraswami Layout,13900000,4 Bedroom
4800,4,Banashankari Stage VI,19000000,4 Bedroom
1533,3,ITI Layout,11500000,3 BHK
2800,3,Ramamohanapuram,50000000,4 Bedroom
2610,3,Malleshwaram,39900000,3 BHK
1750,3,Lakshminarayana Pura,15000000,3 BHK
1352,2,Prithvi Layout,8750000,2 BHK
1754,3,Harlur,12500000,3 BHK
1560,3,Tejaswini Nagar,8500000,3 BHK
3012,6,Bannerghatta,26800000,4 BHK
3584,4,Whitefield,19900000,4 BHK
1470,2,Channasandra,9000000,3 BHK
1035,2,9th Phase JP Nagar,4500000,2 BHK
2400,5,Whitefield,32900000,4 Bedroom
1160,2,Kammanahalli,5200000,2 BHK
1100,2,Jakkur,5200000,2 BHK
1170,2,Horamavu Agara,3800000,2 BHK
595,1,Bannerghatta Road,3183000,1 BHK
1650,3,HSR Layout,11000000,3 BHK
1875,2,1st Block Jayanagar,23500000,3 BHK
800,4,Kamakshipalya,8000000,4 BHK
1375,2,kanakapura road,4806000,3 BHK
1235,2,Ramagondanahalli,4680000,2 BHK
750,1,Kaveri Nagar,2500000,1 BHK
1400,3,7th Phase JP Nagar,11500000,3 BHK
1270,2,Poorna Pragna Layout,5079000,3 BHK
1105,2,Bannerghatta Road,5100000,2 BHK
1375,2,Sundar Ram Shetty Nagar,8500000,3 BHK
2168,4,Attibele,9500000,4 Bedroom
1200,8,Gottigere,9000000,8 Bedroom
1065,2,Yelahanka,4084000,2 BHK
3800,3,Sector 6 HSR Layout,58000000,3 Bedroom
3125,9,Raja Rajeshwari Nagar,35000000,9 Bedroom
825,1,Whitefield,4500000,1 BHK
1095,2,Nelamangala,4000000,2 BHK
720,3,Ganga Nagar,6500000,3 Bedroom
1440,2,Udayapur Village,6033000,3 BHK
870,2,Electronic City,3950000,2 BHK
1195,2,Panathur,8400000,2 BHK
1200,2,"Kirloskar layout, Basaveshwarnagar",4950000,2 BHK
1530,3,Raja Rajeshwari Nagar,6120000,3 BHK
1708,2,Padmanabhanagar,9050000,3 BHK
975,2,Alfa Garden Layout,4300000,2 BHK
750,2,KR Puram,2500000,2 BHK
1200,8,Gowdanapalya,19000000,8 Bedroom
1920,3,Iblur Village,13000000,3 BHK
1200,5,Nagarbhavi,24000000,6 Bedroom
1183,2,Thanisandra,5856000,2 BHK
1140,4,Kothanur,9000000,4 Bedroom
1550,2,Mico Layout,6500000,3 BHK
1110,2,Kaggadasapura,5300000,2 BHK
1500,10,NS Palya,16500000,8 Bedroom
1105,2,Kaggadasapura,3867000,2 BHK
1800,3,Anekal,6800000,3 Bedroom
2800,4,2nd Phase JP Nagar,20000000,5 BHK
1000,2,Bommanahalli,2990000,2 BHK
1190,2,Prithvi Layout,6800000,2 BHK
1350,4,2nd Stage Nagarbhavi,20000000,4 Bedroom
3067,4,Hebbal,23000000,4 BHK
1929,4,Sarjapur  Road,10300000,3 BHK
1525,3,Ramamurthy Nagar,10000000,3 BHK
1775,3,Nehru Nagar,11000000,3 BHK
1125,2,Banashankari,6300000,2 BHK
900,2,Hessarghatta,4200000,2 BHK
1155,2,Sarjapur  Road,5800000,2 BHK
